f,T,b,mu_real,mu_imag,h_offset
50000,25.0,0.0289955190291363,2936.1717307988124,154.24127610511297,0.0
50000,25.0,0.0315204163645963,2965.950502649333,164.62376989380726,0.0
50000,25.0,0.0352488131865143,2999.409172026479,185.34977826585128,0.0
50000,25.0,0.039692519266777,3050.60448226779,205.8245897237149,0.0
50000,25.0,0.044439528929674,3104.775171164533,227.2417748092576,0.0
50000,25.0,0.0500045692909881,3174.7131713203203,253.24969672943533,0.0
50000,25.0,0.0568916899254964,3246.805280240829,285.1081775418762,0.0
50000,25.0,0.0633103301629754,3314.3193989956435,313.74852095281307,0.0
50000,25.0,0.0703483795402779,3379.0614929257176,344.8731486595439,0.0
50000,25.0,0.0790846218316242,3464.685005638827,381.2391781476496,0.0
50000,25.0,0.0886978356590724,3545.307983424153,419.7832003556432,0.0
50000,25.0,0.0993351103195738,3616.005180259951,458.1281688258516,0.0
50000,25.0,0.110856008106293,3712.53272691642,506.5918665044077,0.0
50000,25.0,0.1242253224579875,3781.7340197281496,555.1000848135226,0.0
50000,25.0,0.1398501123723902,3876.8004604463513,618.8852652417781,0.0
50000,25.0,0.1551407305331972,3958.7599713352015,680.8400562631716,0.0
50000,25.0,0.1739337409442813,4068.157303973877,763.5335957398139,0.0
50000,25.0,0.1909342411149941,4125.211220568262,827.777998811955,0.0
50000,25.0,0.2141928484928687,4177.876202170028,907.2451533634504,0.0
50000,25.0,0.2396405599965436,4181.51550854975,959.03995115806,0.0
50000,25.0,0.2634840147377229,4141.251712605264,992.7102413709476,0.0
56000,25.0,0.0250703422710789,3196.946676908344,190.01215261663936,0.0
56000,25.0,0.0281182094812849,3244.522766831817,205.9046391065396,0.0
56000,25.0,0.0313836150888385,3246.805282960455,228.33419839473504,0.0
56000,25.0,0.0350344020533595,3308.9103858215326,245.08608920993552,0.0
56000,25.0,0.0394618291348803,3348.9624719924755,265.10132113924385,0.0
56000,25.0,0.0443500128341232,3381.19858634874,287.0645587159722,0.0
56000,25.0,0.0500837415217234,3422.099176656455,310.8796382079089,0.0
56000,25.0,0.0561758075017085,3467.2237184944865,335.0500127258669,0.0
56000,25.0,0.0624353482132516,3490.0331251647904,359.62846716666337,0.0
56000,25.0,0.0699353045054535,3556.384535782139,392.20534849247247,0.0
56000,25.0,0.0784296298435055,3639.8690290908944,428.0630172146471,0.0
56000,25.0,0.0882918754214379,3691.8153448220983,460.7526682996059,0.0
56000,25.0,0.0992045226664309,3761.427770608166,499.1448747127269,0.0
56000,25.0,0.1110270376759725,3802.508609682014,536.1559397799954,0.0
56000,25.0,0.1250200272310912,3876.34630006227,591.5827832206254,0.0
56000,25.0,0.1399203413506072,3937.5427800301454,644.4025537148356,0.0
56000,25.0,0.1561351631719956,4001.326656539236,708.0581038193551,0.0
56000,25.0,0.172908133064163,4102.606957017362,786.476839244271,0.0
56000,25.0,0.1927092927596141,4160.625280687509,859.2056300560533,0.0
56000,25.0,0.2155735780591295,4193.113246567558,934.381711223717,0.0
56000,25.0,0.2396691956904199,4191.842514455101,982.5047017216866,0.0
56000,25.0,0.2652552316462973,4153.789245895589,1023.0081803474088,0.0
63000,25.0,0.0222385203837781,3152.509939801567,169.68780112063374,0.0
63000,25.0,0.0250492742898778,3195.122623405284,187.18750794820392,0.0
63000,25.0,0.0277810822109162,3214.7774683807565,209.55349636842345,0.0
63000,25.0,0.0312037406649659,3248.186697918928,227.6442667163749,0.0
